header	name	GISAID	country	date	lineage	representative
Portugal/PT0038/2020|EPI_ISL_418023|2020-03-17	Portugal/PT0038/2020	EPI_ISL_418023	Portugal	2020-03-17	B.1	
Portugal/PT0039/2020|EPI_ISL_418024|2020-03-17	Portugal/PT0039/2020	EPI_ISL_418024	Portugal	2020-03-17	B.1	
Portugal/PT0040/2020|EPI_ISL_418025|2020-03-17	Portugal/PT0040/2020	EPI_ISL_418025	Portugal	2020-03-17	B.2	
Portugal/PT0041/2020|EPI_ISL_418026|2020-03-17	Portugal/PT0041/2020	EPI_ISL_418026	Portugal	2020-03-17	B	
Portugal/PT0042/2020|EPI_ISL_418027|2020-03-17	Portugal/PT0042/2020	EPI_ISL_418027	Portugal	2020-03-17	A.2	
USA/WA-UW243/2020|EPI_ISL_418028|2020-03-13	USA/WA-UW243/2020	EPI_ISL_418028	USA	2020-03-13	B.1.2	
USA/WA-UW244/2020|EPI_ISL_418029|2020-03-16	USA/WA-UW244/2020	EPI_ISL_418029	USA	2020-03-16	A.1	
USA/WA-UW245/2020|EPI_ISL_418030|2020-03-16	USA/WA-UW245/2020	EPI_ISL_418030	USA	2020-03-16	A.1	
USA/WA-UW247/2020|EPI_ISL_418032|2020-03-16	USA/WA-UW247/2020	EPI_ISL_418032	USA	2020-03-16	B.1	
USA/WA-UW248/2020|EPI_ISL_418033|2020-03-16	USA/WA-UW248/2020	EPI_ISL_418033	USA	2020-03-16	B.1	
USA/WA-UW249/2020|EPI_ISL_418034|2020-03-16	USA/WA-UW249/2020	EPI_ISL_418034	USA	2020-03-16	A.1	
USA/WA-UW250/2020|EPI_ISL_418035|2020-03-14	USA/WA-UW250/2020	EPI_ISL_418035	USA	2020-03-14	B.1	
USA/WA-UW251/2020|EPI_ISL_418036|2020-03-13	USA/WA-UW251/2020	EPI_ISL_418036	USA	2020-03-13	B.1.2	
USA/WA-UW252/2020|EPI_ISL_418037|2020-03-16	USA/WA-UW252/2020	EPI_ISL_418037	USA	2020-03-16	B.1.2	
USA/WA-UW253/2020|EPI_ISL_418038|2020-03-15	USA/WA-UW253/2020	EPI_ISL_418038	USA	2020-03-15	A.1	
USA/WA-UW254/2020|EPI_ISL_418039|2020-03-13	USA/WA-UW254/2020	EPI_ISL_418039	USA	2020-03-13	B.1	
USA/WA-UW255/2020|EPI_ISL_418040|2020-03-16	USA/WA-UW255/2020	EPI_ISL_418040	USA	2020-03-16	A.1	
USA/WA-UW256/2020|EPI_ISL_418041|2020-03-14	USA/WA-UW256/2020	EPI_ISL_418041	USA	2020-03-14	B.1	
USA/WA-UW257/2020|EPI_ISL_418042|2020-03-13	USA/WA-UW257/2020	EPI_ISL_418042	USA	2020-03-13	B.1.2	
USA/WA-UW258/2020|EPI_ISL_418043|2020-03-14	USA/WA-UW258/2020	EPI_ISL_418043	USA	2020-03-14	B.1	
USA/WA-UW259/2020|EPI_ISL_418044|2020-03-14	USA/WA-UW259/2020	EPI_ISL_418044	USA	2020-03-14	B.1	
USA/WA-UW260/2020|EPI_ISL_418045|2020-03-14	USA/WA-UW260/2020	EPI_ISL_418045	USA	2020-03-14	A.3	1
USA/WA-UW261/2020|EPI_ISL_418046|2020-03-16	USA/WA-UW261/2020	EPI_ISL_418046	USA	2020-03-16	A.1	
USA/WA-UW262/2020|EPI_ISL_418047|2020-03-16	USA/WA-UW262/2020	EPI_ISL_418047	USA	2020-03-16	A.1	
USA/WA-UW263/2020|EPI_ISL_418048|2020-03-16	USA/WA-UW263/2020	EPI_ISL_418048	USA	2020-03-16	A.1	
USA/WA-UW264/2020|EPI_ISL_418049|2020-03-13	USA/WA-UW264/2020	EPI_ISL_418049	USA	2020-03-13	B.1.2	1
USA/WA-UW265/2020|EPI_ISL_418050|2020-03-16	USA/WA-UW265/2020	EPI_ISL_418050	USA	2020-03-16	A.1	
USA/WA-UW266/2020|EPI_ISL_418051|2020-03-13	USA/WA-UW266/2020	EPI_ISL_418051	USA	2020-03-13	B.1.2	
USA/WA-UW268/2020|EPI_ISL_418053|2020-03-16	USA/WA-UW268/2020	EPI_ISL_418053	USA	2020-03-16	B.1	
USA/WA-UW269/2020|EPI_ISL_418054|2020-03-16	USA/WA-UW269/2020	EPI_ISL_418054	USA	2020-03-16	B.1	
USA/WA-UW270/2020|EPI_ISL_418055|2020-03-14	USA/WA-UW270/2020	EPI_ISL_418055	USA	2020-03-14	A.1	
USA/WA-UW271/2020|EPI_ISL_418056|2020-03-13	USA/WA-UW271/2020	EPI_ISL_418056	USA	2020-03-13	B.1	
USA/WA-UW272/2020|EPI_ISL_418057|2020-03-13	USA/WA-UW272/2020	EPI_ISL_418057	USA	2020-03-13	B.1	
USA/WA-UW273/2020|EPI_ISL_418058|2020-03-13	USA/WA-UW273/2020	EPI_ISL_418058	USA	2020-03-13	B.1	
USA/WA-UW274/2020|EPI_ISL_418059|2020-03-13	USA/WA-UW274/2020	EPI_ISL_418059	USA	2020-03-13	A.1	
USA/WA-UW275/2020|EPI_ISL_418060|2020-03-14	USA/WA-UW275/2020	EPI_ISL_418060	USA	2020-03-14	B.2	
USA/WA-UW276/2020|EPI_ISL_418061|2020-03-13	USA/WA-UW276/2020	EPI_ISL_418061	USA	2020-03-13	A.1	
USA/WA-UW277/2020|EPI_ISL_418062|2020-03-14	USA/WA-UW277/2020	EPI_ISL_418062	USA	2020-03-14	A.1	
USA/WA-UW278/2020|EPI_ISL_418063|2020-03-16	USA/WA-UW278/2020	EPI_ISL_418063	USA	2020-03-16	A.1	
USA/WA-UW279/2020|EPI_ISL_418064|2020-03-15	USA/WA-UW279/2020	EPI_ISL_418064	USA	2020-03-15	A.1	
USA/WA-UW280/2020|EPI_ISL_418065|2020-03-13	USA/WA-UW280/2020	EPI_ISL_418065	USA	2020-03-13	A.1	
USA/WA-UW282/2020|EPI_ISL_418067|2020-03-15	USA/WA-UW282/2020	EPI_ISL_418067	USA	2020-03-15	B.1	
USA/WA-UW283/2020|EPI_ISL_418068|2020-03-14	USA/WA-UW283/2020	EPI_ISL_418068	USA	2020-03-14	B.1	
USA/WA-UW284/2020|EPI_ISL_418069|2020-03-14	USA/WA-UW284/2020	EPI_ISL_418069	USA	2020-03-14	A.1	
USA/WA-UW285/2020|EPI_ISL_418070|2020-03-14	USA/WA-UW285/2020	EPI_ISL_418070	USA	2020-03-14	A.1	
USA/WA-UW286/2020|EPI_ISL_418071|2020-03-15	USA/WA-UW286/2020	EPI_ISL_418071	USA	2020-03-15	A.1	
USA/WA-UW287/2020|EPI_ISL_418072|2020-03-15	USA/WA-UW287/2020	EPI_ISL_418072	USA	2020-03-15	B.1.2	
USA/WA-UW288/2020|EPI_ISL_418073|2020-03-15	USA/WA-UW288/2020	EPI_ISL_418073	USA	2020-03-15	B.1	
USA/WA-UW289/2020|EPI_ISL_418074|2020-03-15	USA/WA-UW289/2020	EPI_ISL_418074	USA	2020-03-15	A.1	
USA/WA-UW290/2020|EPI_ISL_418075|2020-03-15	USA/WA-UW290/2020	EPI_ISL_418075	USA	2020-03-15	A.1	
USA/WA-UW291/2020|EPI_ISL_418076|2020-03-15	USA/WA-UW291/2020	EPI_ISL_418076	USA	2020-03-15	B.1	
USA/WA-UW292/2020|EPI_ISL_418077|2020-03-15	USA/WA-UW292/2020	EPI_ISL_418077	USA	2020-03-15	A.1	
USA/WA-UW293/2020|EPI_ISL_418078|2020-03-15	USA/WA-UW293/2020	EPI_ISL_418078	USA	2020-03-15	A.1	
USA/WA-UW294/2020|EPI_ISL_418079|2020-03-15	USA/WA-UW294/2020	EPI_ISL_418079	USA	2020-03-15	A.1	
USA/WA-UW295/2020|EPI_ISL_418080|2020-03-15	USA/WA-UW295/2020	EPI_ISL_418080	USA	2020-03-15	B.2	
USA/WA-UW296/2020|EPI_ISL_418081|2020-03-15	USA/WA-UW296/2020	EPI_ISL_418081	USA	2020-03-15	B.1	
USA/WA-UW297/2020|EPI_ISL_418082|2020-03-15	USA/WA-UW297/2020	EPI_ISL_418082	USA	2020-03-15	A.1	
Italy/INMI3/2020|EPI_ISL_418166|2020-03-01	Italy/INMI3/2020	EPI_ISL_418166	Italy	2020-03-01	B.1	
Italy/INMI4/2020|EPI_ISL_418167|2020-02-28	Italy/INMI4/2020	EPI_ISL_418167	Italy	2020-02-28	B.1	
Italy/INMI5/2020|EPI_ISL_418168|2020-03-04	Italy/INMI5/2020	EPI_ISL_418168	Italy	2020-03-04	B.1	
Spain/Madrid_H8_37/2020|EPI_ISL_418182|2020-03-12	Spain/Madrid_H8_37/2020	EPI_ISL_418182	Spain	2020-03-12	B.1	
Hungary/2/2020|EPI_ISL_418183|2020-03-17	Hungary/2/2020	EPI_ISL_418183	Hungary	2020-03-17	B.1	
USA/WI-GMF-00018/2020|EPI_ISL_418184|2020-03-18	USA/WI-GMF-00018/2020	EPI_ISL_418184	USA	2020-03-18	B.1	
USA/WI-GMF-00228/2020|EPI_ISL_418187|2020-03-23	USA/WI-GMF-00228/2020	EPI_ISL_418187	USA	2020-03-23	A.1	
USA/WI-GMF-00232/2020|EPI_ISL_418188|2020-03-23	USA/WI-GMF-00232/2020	EPI_ISL_418188	USA	2020-03-23	B.1	
USA/NY-NYUMC5/2020|EPI_ISL_418190|2020-03-16	USA/NY-NYUMC5/2020	EPI_ISL_418190	USA	2020-03-16	B.1.3	1
USA/NY-NYUMC7/2020|EPI_ISL_418192|2020-03-16	USA/NY-NYUMC7/2020	EPI_ISL_418192	USA	2020-03-16	B.1	
USA/NY-NYUMC8/2020|EPI_ISL_418193|2020-03-17	USA/NY-NYUMC8/2020	EPI_ISL_418193	USA	2020-03-17	B.1	
USA/NY-NYUMC11/2020|EPI_ISL_418196|2020-03-14	USA/NY-NYUMC11/2020	EPI_ISL_418196	USA	2020-03-14	B.1	
USA/NY-NYUMC12/2020|EPI_ISL_418197|2020-03-15	USA/NY-NYUMC12/2020	EPI_ISL_418197	USA	2020-03-15	B.1	
USA/NY-NYUMC13/2020|EPI_ISL_418198|2020-03-17	USA/NY-NYUMC13/2020	EPI_ISL_418198	USA	2020-03-17	B.1	
USA/NY-NYUMC14/2020|EPI_ISL_418199|2020-03-17	USA/NY-NYUMC14/2020	EPI_ISL_418199	USA	2020-03-17	B.1.3	1
USA/NY-NYUMC15/2020|EPI_ISL_418200|2020-03-17	USA/NY-NYUMC15/2020	EPI_ISL_418200	USA	2020-03-17	B.1	
USA/NY-NYUMC17/2020|EPI_ISL_418202|2020-03-17	USA/NY-NYUMC17/2020	EPI_ISL_418202	USA	2020-03-17	B.1	
USA/NY-NYUMC18/2020|EPI_ISL_418203|2020-03-17	USA/NY-NYUMC18/2020	EPI_ISL_418203	USA	2020-03-17	B.1	
USA/NY-NYUMC19/2020|EPI_ISL_418204|2020-03-17	USA/NY-NYUMC19/2020	EPI_ISL_418204	USA	2020-03-17	B.1	
Senegal/003/2020|EPI_ISL_418206|2020-02-28	Senegal/003/2020	EPI_ISL_418206	Senegal	2020-02-28	B.1	
Senegal/016/2020|EPI_ISL_418207|2020-03-02	Senegal/016/2020	EPI_ISL_418207	Senegal	2020-03-02	B.1	
Senegal/020/2020|EPI_ISL_418208|2020-03-04	Senegal/020/2020	EPI_ISL_418208	Senegal	2020-03-04	B.1	
Senegal/026/2020|EPI_ISL_418209|2020-03-03	Senegal/026/2020	EPI_ISL_418209	Senegal	2020-03-03	B.1	
Senegal/073/2020|EPI_ISL_418210|2020-03-10	Senegal/073/2020	EPI_ISL_418210	Senegal	2020-03-10	B.1	
Senegal/082/2020|EPI_ISL_418211|2020-03-11	Senegal/082/2020	EPI_ISL_418211	Senegal	2020-03-11	B.1	
Senegal/087/2020|EPI_ISL_418212|2020-03-11	Senegal/087/2020	EPI_ISL_418212	Senegal	2020-03-11	B.1	
Senegal/094/2020|EPI_ISL_418213|2020-03-12	Senegal/094/2020	EPI_ISL_418213	Senegal	2020-03-12	B.1	
Senegal/102/2020|EPI_ISL_418214|2020-03-12	Senegal/102/2020	EPI_ISL_418214	Senegal	2020-03-12	B.1	
Senegal/119/2020|EPI_ISL_418215|2020-03-12	Senegal/119/2020	EPI_ISL_418215	Senegal	2020-03-12	B.1	
Senegal/136/2020|EPI_ISL_418216|2020-03-13	Senegal/136/2020	EPI_ISL_418216	Senegal	2020-03-13	A.2	1
Senegal/139/2020|EPI_ISL_418217|2020-03-13	Senegal/139/2020	EPI_ISL_418217	Senegal	2020-03-13	B.1	
France/HF1465/2020|EPI_ISL_418218|2020-02-21	France/HF1465/2020	EPI_ISL_418218	France	2020-02-21	B.1	
France/B1623/2020|EPI_ISL_418219|2020-02-26	France/B1623/2020	EPI_ISL_418219	France	2020-02-26	B.1	1
France/HF1645/2020|EPI_ISL_418220|2020-02-28	France/HF1645/2020	EPI_ISL_418220	France	2020-02-28	B.1	
France/HF1813/2020|EPI_ISL_418221|2020-03-02	France/HF1813/2020	EPI_ISL_418221	France	2020-03-02	B.1	
France/CVL2000/2020|EPI_ISL_418222|2020-03-04	France/CVL2000/2020	EPI_ISL_418222	France	2020-03-04	B.1.6	1
France/HF2060/2020|EPI_ISL_418223|2020-03-05	France/HF2060/2020	EPI_ISL_418223	France	2020-03-05	B.1	
France/HF2150/2020|EPI_ISL_418224|2020-03-08	France/HF2150/2020	EPI_ISL_418224	France	2020-03-08	B.1	
France/HF2155/2020|EPI_ISL_418225|2020-03-08	France/HF2155/2020	EPI_ISL_418225	France	2020-03-08	B.1	
France/HF2381/2020|EPI_ISL_418226|2020-03-09	France/HF2381/2020	EPI_ISL_418226	France	2020-03-09	B.1	
France/HF2393/2020|EPI_ISL_418227|2020-03-12	France/HF2393/2020	EPI_ISL_418227	France	2020-03-12	B.1	
France/HF2405/2020|EPI_ISL_418228|2020-03-12	France/HF2405/2020	EPI_ISL_418228	France	2020-03-12	B.1	
France/IDF2410/2020|EPI_ISL_418229|2020-03-12	France/IDF2410/2020	EPI_ISL_418229	France	2020-03-12	B.1	
France/IDF2420/2020|EPI_ISL_418230|2020-03-13	France/IDF2420/2020	EPI_ISL_418230	France	2020-03-13	B.1	
France/HF2496/2020|EPI_ISL_418231|2020-03-15	France/HF2496/2020	EPI_ISL_418231	France	2020-03-15	B.1	
France/IDF2532/2020|EPI_ISL_418232|2020-03-15	France/IDF2532/2020	EPI_ISL_418232	France	2020-03-15	B.1	
France/IDF2533/2020|EPI_ISL_418233|2020-03-15	France/IDF2533/2020	EPI_ISL_418233	France	2020-03-15	B.1	
France/IDF2534/2020|EPI_ISL_418234|2020-03-14	France/IDF2534/2020	EPI_ISL_418234	France	2020-03-14	B.1	
France/IDF2561/2020|EPI_ISL_418235|2020-03-16	France/IDF2561/2020	EPI_ISL_418235	France	2020-03-16	B.1	
France/HF2586/2020|EPI_ISL_418236|2020-03-16	France/HF2586/2020	EPI_ISL_418236	France	2020-03-16	B.1	
France/HF2595/2020|EPI_ISL_418237|2020-03-16	France/HF2595/2020	EPI_ISL_418237	France	2020-03-16	B.1.4	1
France/HF2597/2020|EPI_ISL_418238|2020-03-16	France/HF2597/2020	EPI_ISL_418238	France	2020-03-16	B.1	
France/HF2601/2020|EPI_ISL_418239|2020-03-16	France/HF2601/2020	EPI_ISL_418239	France	2020-03-16	B.1	
France/IDF2684/2020|EPI_ISL_418240|2020-03-16	France/IDF2684/2020	EPI_ISL_418240	France	2020-03-16	B.1	
Algeria/G0638_2264/2020|EPI_ISL_418241|2020-03-02	Algeria/G0638_2264/2020	EPI_ISL_418241	Algeria	2020-03-02	B.1.4	1
Algeria/G0640_2265/2020|EPI_ISL_418242|2020-03-08	Algeria/G0640_2265/2020	EPI_ISL_418242	Algeria	2020-03-08	B.1.4	1
Spain/Andalucia201272/2020|EPI_ISL_418243|2020-02-28	Spain/Andalucia201272/2020	EPI_ISL_418243	Spain	2020-02-28	B.2	
Spain/CastillaLaMancha201328/2020|EPI_ISL_418245|2020-03-01	Spain/CastillaLaMancha201328/2020	EPI_ISL_418245	Spain	2020-03-01	A.5	1
Spain/CastillaLaMancha201329/2020|EPI_ISL_418246|2020-03-01	Spain/CastillaLaMancha201329/2020	EPI_ISL_418246	Spain	2020-03-01	A.5	
Spain/CastillayLeon201323/2020|EPI_ISL_418248|2020-03-01	Spain/CastillayLeon201323/2020	EPI_ISL_418248	Spain	2020-03-01	A.2	
Spain/CastillayLeon201372/2020|EPI_ISL_418249|2020-03-03	Spain/CastillayLeon201372/2020	EPI_ISL_418249	Spain	2020-03-03	A.2	
Spain/Madrid201449/2020|EPI_ISL_418252|2020-03-04	Spain/Madrid201449/2020	EPI_ISL_418252	Spain	2020-03-04	A.5	1
Spain/PaisVasco201382/2020|EPI_ISL_418253|2020-03-02	Spain/PaisVasco201382/2020	EPI_ISL_418253	Spain	2020-03-02	A.2	
Italy/TE4925/2020|EPI_ISL_418255|2020-03-14	Italy/TE4925/2020	EPI_ISL_418255	Italy	2020-03-14	B.1	
Italy/TE4880/2020|EPI_ISL_418256|2020-03-14	Italy/TE4880/2020	EPI_ISL_418256	Italy	2020-03-14	B.1	
Italy/TE5056/2020|EPI_ISL_418257|2020-03-17	Italy/TE5056/2020	EPI_ISL_418257	Italy	2020-03-17	B.1	
Italy/TE4953/2020|EPI_ISL_418258|2020-03-14	Italy/TE4953/2020	EPI_ISL_418258	Italy	2020-03-14	B.1	
Italy/TE4959/2020|EPI_ISL_418259|2020-03-14	Italy/TE4959/2020	EPI_ISL_418259	Italy	2020-03-14	B.1	
Italy/TE4836/2020|EPI_ISL_418260|2020-03-16	Italy/TE4836/2020	EPI_ISL_418260	Italy	2020-03-16	B.1	
Italy/TE5052/2020|EPI_ISL_418261|2020-03-17	Italy/TE5052/2020	EPI_ISL_418261	Italy	2020-03-17	B.1	
Colombia/Bogota78390/2020|EPI_ISL_418262|2020-03-06	Colombia/Bogota78390/2020	EPI_ISL_418262	Colombia	2020-03-06	B.1	
Greece/10/2020|EPI_ISL_418263|2020-03-18	Greece/10/2020	EPI_ISL_418263	Greece	2020-03-18	B.1	
Greece/12/2020|EPI_ISL_418264|2020-03-18	Greece/12/2020	EPI_ISL_418264	Greece	2020-03-18	B.1	
Greece/16/2020|EPI_ISL_418265|2020-03-18	Greece/16/2020	EPI_ISL_418265	Greece	2020-03-18	A.2	
Vietnam/19-02S/2020|EPI_ISL_418267|2020-01-22	Vietnam/19-02S/2020	EPI_ISL_418267	Vietnam	2020-01-22	B	
Spain/Irsi-04/2020|EPI_ISL_418268|2020-03-13	Spain/Irsi-04/2020	EPI_ISL_418268	Spain	2020-03-13	B.1	
Vietnam/19-01S/2020|EPI_ISL_418269|2020-01-22	Vietnam/19-01S/2020	EPI_ISL_418269	Vietnam	2020-01-22	B	
Belgium/JL-03044/2020|EPI_ISL_418270|2020-03-04	Belgium/JL-03044/2020	EPI_ISL_418270	Belgium	2020-03-04	B.1	
Switzerland/42169171/2020|EPI_ISL_418271|2020-02-27	Switzerland/42169171/2020	EPI_ISL_418271	Switzerland	2020-02-27	B.1	
Switzerland/42170345/2020|EPI_ISL_418274|2020-02-28	Switzerland/42170345/2020	EPI_ISL_418274	Switzerland	2020-02-28	B.1	
Switzerland/42174724/2020|EPI_ISL_418277|2020-03-03	Switzerland/42174724/2020	EPI_ISL_418277	Switzerland	2020-03-03	B.1	
Switzerland/42175213/2020|EPI_ISL_418279|2020-03-03	Switzerland/42175213/2020	EPI_ISL_418279	Switzerland	2020-03-03	B.1	
Switzerland/42175220/2020|EPI_ISL_418280|2020-03-03	Switzerland/42175220/2020	EPI_ISL_418280	Switzerland	2020-03-03	B.1	
Switzerland/42176229/2020|EPI_ISL_418282|2020-03-04	Switzerland/42176229/2020	EPI_ISL_418282	Switzerland	2020-03-04	B.1	
Switzerland/42176560/2020|EPI_ISL_418283|2020-03-04	Switzerland/42176560/2020	EPI_ISL_418283	Switzerland	2020-03-04	B.1	
Switzerland/42176753/2020|EPI_ISL_418284|2020-03-04	Switzerland/42176753/2020	EPI_ISL_418284	Switzerland	2020-03-04	B.1	
Switzerland/42176771/2020|EPI_ISL_418285|2020-03-04	Switzerland/42176771/2020	EPI_ISL_418285	Switzerland	2020-03-04	B.1	
Canada/ON_PHL3917/2020|EPI_ISL_418322|2020-03-08	Canada/ON_PHL3917/2020	EPI_ISL_418322	Canada	2020-03-08	B.4	
Canada/ON_PHL3919/2020|EPI_ISL_418323|2020-03-14	Canada/ON_PHL3919/2020	EPI_ISL_418323	Canada	2020-03-14	B.4	
Canada/ON_PHL3318/2020|EPI_ISL_418324|2020-03-11	Canada/ON_PHL3318/2020	EPI_ISL_418324	Canada	2020-03-11	B.4	
Canada/ON_PHL5472/2020|EPI_ISL_418325|2020-02-20	Canada/ON_PHL5472/2020	EPI_ISL_418325	Canada	2020-02-20	B.4	
Canada/ON_PHL7972/2020|EPI_ISL_418326|2020-03-12	Canada/ON_PHL7972/2020	EPI_ISL_418326	Canada	2020-03-12	B.4	
Canada/ON_PHL4181/2020|EPI_ISL_418327|2020-01-25	Canada/ON_PHL4181/2020	EPI_ISL_418327	Canada	2020-01-25	B.9	1
Canada/ON_PHL3670/2020|EPI_ISL_418328|2020-03-20	Canada/ON_PHL3670/2020	EPI_ISL_418328	Canada	2020-03-20	B.3	1
Canada/ON_PHL5694/2020|EPI_ISL_418329|2020-03-12	Canada/ON_PHL5694/2020	EPI_ISL_418329	Canada	2020-03-12	B.3	
Canada/ON_PHL8580/2020|EPI_ISL_418330|2020-03-05	Canada/ON_PHL8580/2020	EPI_ISL_418330	Canada	2020-03-05	A.1	
Canada/ON_PHL6883/2020|EPI_ISL_418331|2020-03-08	Canada/ON_PHL6883/2020	EPI_ISL_418331	Canada	2020-03-08	A.1	
Canada/ON_PHL0052/2020|EPI_ISL_418332|2020-03-11	Canada/ON_PHL0052/2020	EPI_ISL_418332	Canada	2020-03-11	A.1	
Canada/ON_PHL3501/2020|EPI_ISL_418333|2020-03-10	Canada/ON_PHL3501/2020	EPI_ISL_418333	Canada	2020-03-10	A.1.2	1
Canada/ON_PHL4069/2020|EPI_ISL_418334|2020-03-07	Canada/ON_PHL4069/2020	EPI_ISL_418334	Canada	2020-03-07	A.1.2	1
Canada/ON_PHL4464/2020|EPI_ISL_418335|2020-03-14	Canada/ON_PHL4464/2020	EPI_ISL_418335	Canada	2020-03-14	A.1.2	
Canada/ON_PHL5705/2020|EPI_ISL_418336|2020-03-12	Canada/ON_PHL5705/2020	EPI_ISL_418336	Canada	2020-03-12	A.1.2	
Canada/ON_PHL3802/2020|EPI_ISL_418337|2020-03-12	Canada/ON_PHL3802/2020	EPI_ISL_418337	Canada	2020-03-12	A.1.2	
Canada/ON_PHL5710/2020|EPI_ISL_418338|2020-03-12	Canada/ON_PHL5710/2020	EPI_ISL_418338	Canada	2020-03-12	A.1.2	1
Canada/ON_PHL3877/2020|EPI_ISL_418339|2020-03-09	Canada/ON_PHL3877/2020	EPI_ISL_418339	Canada	2020-03-09	A.1.2	1
Canada/ON_PHL1083/2020|EPI_ISL_418340|2020-03-09	Canada/ON_PHL1083/2020	EPI_ISL_418340	Canada	2020-03-09	A.1.2	1
Canada/ON_PHL0142/2020|EPI_ISL_418341|2020-03-12	Canada/ON_PHL0142/2020	EPI_ISL_418341	Canada	2020-03-12	A.1	
Canada/ON_PHL0178/2020|EPI_ISL_418342|2020-03-11	Canada/ON_PHL0178/2020	EPI_ISL_418342	Canada	2020-03-11	A.1.2	
Canada/ON_PHL6884/2020|EPI_ISL_418343|2020-03-10	Canada/ON_PHL6884/2020	EPI_ISL_418343	Canada	2020-03-10	A.1	
Canada/ON_PHL8751/2020|EPI_ISL_418345|2020-02-29	Canada/ON_PHL8751/2020	EPI_ISL_418345	Canada	2020-02-29	B.1	
Canada/ON_PHL0743/2020|EPI_ISL_418346|2020-03-07	Canada/ON_PHL0743/2020	EPI_ISL_418346	Canada	2020-03-07	B.1	
Canada/ON_PHL3741/2020|EPI_ISL_418347|2020-03-11	Canada/ON_PHL3741/2020	EPI_ISL_418347	Canada	2020-03-11	B.1	
Canada/ON_PHL3680/2020|EPI_ISL_418348|2020-03-08	Canada/ON_PHL3680/2020	EPI_ISL_418348	Canada	2020-03-08	B.1	
Canada/ON_PHL3650/2020|EPI_ISL_418349|2020-03-07	Canada/ON_PHL3650/2020	EPI_ISL_418349	Canada	2020-03-07	B.1	
Canada/ON_PHL3380/2020|EPI_ISL_418350|2020-03-20	Canada/ON_PHL3380/2020	EPI_ISL_418350	Canada	2020-03-20	B.1	
Canada/ON_PHL3575/2020|EPI_ISL_418351|2020-03-12	Canada/ON_PHL3575/2020	EPI_ISL_418351	Canada	2020-03-12	B.1	
Canada/ON_PHL5672/2020|EPI_ISL_418352|2020-03-11	Canada/ON_PHL5672/2020	EPI_ISL_418352	Canada	2020-03-11	B.1	
Canada/ON_PHL0539/2020|EPI_ISL_418353|2020-03-09	Canada/ON_PHL0539/2020	EPI_ISL_418353	Canada	2020-03-09	B.1	
Canada/ON_PHL4088/2020|EPI_ISL_418354|2020-03-15	Canada/ON_PHL4088/2020	EPI_ISL_418354	Canada	2020-03-15	B.1	
Canada/ON_PHLU8150/2020|EPI_ISL_418355|2020-03-08	Canada/ON_PHLU8150/2020	EPI_ISL_418355	Canada	2020-03-08	B.1	
Canada/ON_PHL6980/2020|EPI_ISL_418356|2020-03-12	Canada/ON_PHL6980/2020	EPI_ISL_418356	Canada	2020-03-12	B.1	
Canada/ON_PHLH6415/2020|EPI_ISL_418357|2020-03-12	Canada/ON_PHLH6415/2020	EPI_ISL_418357	Canada	2020-03-12	B.1	
Canada/ON_PHL5756/2020|EPI_ISL_418358|2020-03-12	Canada/ON_PHL5756/2020	EPI_ISL_418358	Canada	2020-03-12	B.1.3	
Canada/ON_PHL5757/2020|EPI_ISL_418359|2020-03-12	Canada/ON_PHL5757/2020	EPI_ISL_418359	Canada	2020-03-12	B.1.3	1
Canada/ON_PHL3692/2020|EPI_ISL_418360|2020-03-11	Canada/ON_PHL3692/2020	EPI_ISL_418360	Canada	2020-03-11	B.1	
Canada/ON_PHL1095/2020|EPI_ISL_418361|2020-03-12	Canada/ON_PHL1095/2020	EPI_ISL_418361	Canada	2020-03-12	B.1	
Canada/ON_PHL3536/2020|EPI_ISL_418362|2020-03-10	Canada/ON_PHL3536/2020	EPI_ISL_418362	Canada	2020-03-10	B.1	
Canada/ON_PHL3695/2020|EPI_ISL_418363|2020-03-11	Canada/ON_PHL3695/2020	EPI_ISL_418363	Canada	2020-03-11	B.1	
Canada/ON_PHL6922/2020|EPI_ISL_418364|2020-03-13	Canada/ON_PHL6922/2020	EPI_ISL_418364	Canada	2020-03-13	B.1	
Canada/ON_PHL0977/2020|EPI_ISL_418365|2020-03-10	Canada/ON_PHL0977/2020	EPI_ISL_418365	Canada	2020-03-10	B.1	
Canada/ON_PHL3350/2020|EPI_ISL_418366|2020-03-05	Canada/ON_PHL3350/2020	EPI_ISL_418366	Canada	2020-03-05	B.1	
Canada/ON_PHL7513/2020|EPI_ISL_418367|2020-03-12	Canada/ON_PHL7513/2020	EPI_ISL_418367	Canada	2020-03-12	B.1	
Canada/ON_PHL3458/2020|EPI_ISL_418368|2020-03-12	Canada/ON_PHL3458/2020	EPI_ISL_418368	Canada	2020-03-12	B.1	
Canada/ON_PHL8539/2020|EPI_ISL_418369|2020-03-10	Canada/ON_PHL8539/2020	EPI_ISL_418369	Canada	2020-03-10	B.1	
Canada/ON_PHL0654/2020|EPI_ISL_418370|2020-03-11	Canada/ON_PHL0654/2020	EPI_ISL_418370	Canada	2020-03-11	B.1	
Canada/ON_PHL2653/2020|EPI_ISL_418371|2020-03-07	Canada/ON_PHL2653/2020	EPI_ISL_418371	Canada	2020-03-07	B.1	
